Order Date,Month,Product Category,Subcategory,Region,Province,Customer Segment,Units,Sales,Profit,Discount
2011-03-29,2011-03-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Corporate,42,1146.11,330.63,0.09
2010-08-20,2010-08-01,Office Supplies,Pens & Art Supplies,Atlantic,Prince Edward Island,Home Office,16,102.5,13.84,0.1
2010-12-02,2010-12-01,Office Supplies,Appliances,Atlantic,Prince Edward Island,Consumer,36,7783.36,3506.24,0.07
2010-12-02,2010-12-01,Office Supplies,Pens & Art Supplies,Atlantic,Prince Edward Island,Consumer,21,61.76,4.34,0.0
2010-12-02,2010-12-01,Furniture,Tables,Atlantic,Prince Edward Island,Consumer,36,1280.34,-1048.25,0.0
2011-03-26,2011-03-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Corporate,12,76.61,-31.83,0.09
2009-12-19,2009-12-01,Technology,Computer Peripherals,Atlantic,Prince Edward Island,Consumer,38,1483.44,439.77,0.04
2009-12-19,2009-12-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Consumer,39,145.68,12.0,0.04
2011-04-29,2011-04-01,Office Supplies,Storage & Organization,Atlantic,Prince Edward Island,Home Office,45,500.48,-48.2,0.08
2010-10-24,2010-10-01,Technology,Telephones and Communication,Atlantic,Prince Edward Island,Corporate,50,8221.2935,2342.21,0.06
2010-10-24,2010-10-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Corporate,7,1158.26,170.08,0.06
2010-05-12,2010-05-01,Office Supplies,Paper,Atlantic,Prince Edward Island,Corporate,9,298.52,73.19,0.0
2010-05-12,2010-05-01,Office Supplies,Paper,Atlantic,Prince Edward Island,Corporate,34,667.35,80.92,0.04
2010-04-11,2010-04-01,Technology,Telephones and Communication,Atlantic,Prince Edward Island,Corporate,31,3206.965,575.33,0.08
2009-01-24,2009-01-01,Furniture,Chairs & Chairmats,Atlantic,Prince Edward Island,Small Business,30,6654.39,1151.69,0.1
2009-01-24,2009-01-01,Technology,Copiers and Fax,Atlantic,Prince Edward Island,Small Business,21,4429.69,983.55,0.03
2010-11-17,2010-11-01,Office Supplies,Envelopes,Atlantic,Prince Edward Island,Small Business,42,239.35,78.96,0.05
2010-11-17,2010-11-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Small Business,34,684.66,35.09,0.07
2010-09-29,2010-09-01,Technology,Office Machines,Atlantic,Prince Edward Island,Consumer,28,2531.35,415.55,0.09
2010-08-03,2010-08-01,Office Supplies,Rubber Bands,Atlantic,Prince Edward Island,Home Office,15,22.45,0.78,0.03
2011-06-13,2011-06-01,Office Supplies,Appliances,Atlantic,Prince Edward Island,Home Office,44,7765.13,433.63,0.06
2010-05-05,2010-05-01,Office Supplies,Appliances,Atlantic,Prince Edward Island,Corporate,44,2435.32,650.56,0.09
2010-05-05,2010-05-01,Technology,Copiers and Fax,Atlantic,Prince Edward Island,Corporate,21,4242.76,340.88,0.07
2010-08-30,2010-08-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Corporate,1,14.4,-7.39,0.1
2012-10-30,2012-10-01,Office Supplies,Envelopes,Atlantic,Prince Edward Island,Consumer,16,92.06,5.66,0.1
2012-10-30,2012-10-01,Office Supplies,Pens & Art Supplies,Atlantic,Prince Edward Island,Consumer,33,199.62,42.34,0.01
2009-07-15,2009-07-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Corporate,40,196.5,-99.76,0.08
2009-07-15,2009-07-01,Technology,Copiers and Fax,Atlantic,Prince Edward Island,Corporate,1,3672.89,-3061.82,0.01
2009-07-15,2009-07-01,Office Supplies,Pens & Art Supplies,Atlantic,Prince Edward Island,Corporate,8,46.97,-0.01,0.03
2012-08-07,2012-08-01,Furniture,Tables,Atlantic,Prince Edward Island,Small Business,45,20333.816,-1430.45,0.02
2009-02-01,2009-02-01,Technology,Computer Peripherals,Atlantic,Prince Edward Island,Corporate,37,1697.44,523.43,0.06
2012-07-07,2012-07-01,Technology,Telephones and Communication,Atlantic,Prince Edward Island,Corporate,15,572.4325,-19.44,0.05
2009-03-27,2009-03-01,Technology,Computer Peripherals,Atlantic,Prince Edward Island,Corporate,41,322.03,-82.83,0.06
2009-03-27,2009-03-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Corporate,49,2470.84,25.04,0.05
2009-03-27,2009-03-01,Office Supplies,Pens & Art Supplies,Atlantic,Prince Edward Island,Corporate,2,15.26,-7.51,0.01
2009-03-27,2009-03-01,Technology,Telephones and Communication,Atlantic,Prince Edward Island,Corporate,39,5250.6625,930.99,0.1
2010-09-23,2010-09-01,Technology,Copiers and Fax,Atlantic,Prince Edward Island,Corporate,23,10791.38,-234.79,0.08
2011-03-28,2011-03-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Corporate,1,26.68,-10.74,0.04
2009-07-01,2009-07-01,Office Supplies,Pens & Art Supplies,Atlantic,Prince Edward Island,Small Business,27,123.46,26.66,0.07
2010-12-11,2010-12-01,Office Supplies,Pens & Art Supplies,Atlantic,Prince Edward Island,Consumer,28,588.54,-30.72,0.04
2009-09-16,2009-09-01,Office Supplies,Paper,Atlantic,Prince Edward Island,Home Office,44,284.38,-62.43,0.04
2011-02-04,2011-02-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Consumer,49,165.51,-269.91,0.08
2010-09-11,2010-09-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Small Business,29,2046.81,469.28,0.02
2010-03-02,2010-03-01,Office Supplies,Labels,Atlantic,Prince Edward Island,Corporate,10,28.81,7.15,0.02
2010-03-02,2010-03-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Corporate,35,1445.6,126.03,0.08
2010-03-02,2010-03-01,Office Supplies,Paper,Atlantic,Prince Edward Island,Corporate,13,119.03,29.62,0.06
2009-09-15,2009-09-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Consumer,2,34.88,-22.12,0.09
2010-12-30,2010-12-01,Technology,Computer Peripherals,Atlantic,Prince Edward Island,Small Business,13,1272.83,250.47,0.04
2010-12-30,2010-12-01,Office Supplies,Paper,Atlantic,Prince Edward Island,Small Business,25,165.36,-94.79,0.09
2011-07-25,2011-07-01,Technology,Computer Peripherals,Atlantic,Prince Edward Island,Home Office,9,883.37,51.3,0.1
2009-12-23,2009-12-01,Technology,Copiers and Fax,Atlantic,Prince Edward Island,Corporate,38,23255.61,-734.33,0.0
2012-10-31,2012-10-01,Office Supplies,Pens & Art Supplies,Atlantic,Prince Edward Island,Corporate,8,23.19,-13.27,0.02
2009-12-22,2009-12-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Corporate,31,639.19,274.9,0.09
2012-04-14,2012-04-01,Office Supplies,Appliances,Atlantic,Prince Edward Island,Corporate,4,62.45,-141.76,0.08
2011-05-13,2011-05-01,Office Supplies,Envelopes,Atlantic,Prince Edward Island,Corporate,42,152.55,-20.27,0.06
2011-05-13,2011-05-01,Office Supplies,Paper,Atlantic,Prince Edward Island,Corporate,36,152.96,-123.87,0.09
2011-12-07,2011-12-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Home Office,19,7608.88,3049.45,0.06
2011-12-07,2011-12-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Home Office,50,1270.03,221.81,0.1
2010-12-04,2010-12-01,Office Supplies,Envelopes,Atlantic,Prince Edward Island,Corporate,18,101.34,26.11,0.06
2009-11-24,2009-11-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Small Business,26,393.59,-8.08,0.06
2009-11-24,2009-11-01,Technology,Computer Peripherals,Atlantic,Prince Edward Island,Small Business,14,551.18,-326.97,0.09
2009-11-24,2009-11-01,Office Supplies,Storage & Organization,Atlantic,Prince Edward Island,Small Business,1,18.73,-6.68,0.05
2011-09-13,2011-09-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Corporate,32,294.04,-5.53,0.03
2011-09-13,2011-09-01,Furniture,Chairs & Chairmats,Atlantic,Prince Edward Island,Corporate,18,2022.65,-157.63,0.05
2010-12-03,2010-12-01,Office Supplies,Paper,Atlantic,Prince Edward Island,Consumer,24,2289.92,1037.55,0.09
2011-12-18,2011-12-01,Furniture,Chairs & Chairmats,Atlantic,Prince Edward Island,Corporate,36,1773.86,133.3,0.06
2011-12-18,2011-12-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Corporate,35,543.22,68.44,0.0
2011-12-18,2011-12-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Corporate,18,813.9,256.66,0.06
2012-08-09,2012-08-01,Technology,Computer Peripherals,Atlantic,Prince Edward Island,Home Office,44,865.27,11.55,0.03
2012-08-09,2012-08-01,Technology,Computer Peripherals,Atlantic,Prince Edward Island,Home Office,41,429.28,-168.95,0.06
2010-08-24,2010-08-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Corporate,31,341.71,32.19,0.04
2011-05-22,2011-05-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Corporate,46,648.26,30.48,0.07
2011-05-22,2011-05-01,Technology,Office Machines,Atlantic,Prince Edward Island,Corporate,46,410.43,-54.58,0.1
2012-11-18,2012-11-01,Furniture,Chairs & Chairmats,Atlantic,Prince Edward Island,Small Business,43,9750.55,1061.61,0.0
2012-06-28,2012-06-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Consumer,39,835.55,326.43,0.07
2012-06-28,2012-06-01,Technology,Telephones and Communication,Atlantic,Prince Edward Island,Consumer,38,1799.6115,557.6,0.07
2009-02-04,2009-02-01,Technology,Computer Peripherals,Atlantic,Prince Edward Island,Corporate,50,1441.57,475.26,0.07
2009-02-04,2009-02-01,Office Supplies,Paper,Atlantic,Prince Edward Island,Corporate,20,173.09,-6.71,0.03
2009-12-25,2009-12-01,Furniture,Tables,Atlantic,Prince Edward Island,Small Business,38,5016.25,-189.35,0.01
2011-09-26,2011-09-01,Office Supplies,Paper,Atlantic,Prince Edward Island,Corporate,47,945.03,267.64,0.0
2011-09-22,2011-09-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Corporate,38,325.75,-124.25,0.1
2011-09-22,2011-09-01,Office Supplies,Pens & Art Supplies,Atlantic,Prince Edward Island,Corporate,24,136.42,-8.38,0.09
2009-02-15,2009-02-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Consumer,23,93.05,15.27,0.03
2009-02-15,2009-02-01,Office Supplies,Paper,Atlantic,Prince Edward Island,Consumer,20,154.13,57.31,0.07
2009-02-15,2009-02-01,Furniture,Tables,Atlantic,Prince Edward Island,Consumer,46,18824.42,-575.35,0.07
2009-10-11,2009-10-01,Office Supplies,Paper,Atlantic,Prince Edward Island,Corporate,3,33.64,-22.45,0.01
2011-03-10,2011-03-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Corporate,30,176.15,-125.36,0.01
2012-08-11,2012-08-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Corporate,5,66.43,-9.45,0.01
2012-08-11,2012-08-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Corporate,25,2674.18,631.99,0.06
2012-08-11,2012-08-01,Furniture,Office Furnishings,Atlantic,Prince Edward Island,Corporate,50,5513.82,1581.93,0.03
2012-08-11,2012-08-01,Office Supplies,Paper,Atlantic,Prince Edward Island,Corporate,37,241.14,-120.08,0.08
2009-12-25,2009-12-01,Office Supplies,Appliances,Atlantic,Prince Edward Island,Small Business,8,365.22,58.08,0.04
2012-06-29,2012-06-01,Technology,Telephones and Communication,Atlantic,Prince Edward Island,Small Business,31,3229.66,695.06,0.05
2012-06-29,2012-06-01,Technology,Telephones and Communication,Atlantic,Prince Edward Island,Small Business,24,4010.9375,630.7,0.0
2009-01-18,2009-01-01,Office Supplies,Envelopes,Atlantic,Prince Edward Island,Corporate,47,672.46,279.74,0.1
2012-05-20,2012-05-01,Technology,Telephones and Communication,Atlantic,Prince Edward Island,Corporate,49,8223.07,2549.4,0.06
2009-03-19,2009-03-01,Office Supplies,Binders and Binder Accessories,Atlantic,Prince Edward Island,Home Office,11,259.69,-45.82,0.1
2009-03-19,2009-03-01,Technology,Office Machines,Prarie,Manitoba,Home Office,9,2503.86,-172.48,0.06
2009-03-19,2009-03-01,Office Supplies,Paper,Prarie,Manitoba,Home Office,29,374.67,30.63,0.0
2009-09-05,2009-09-01,Technology,Office Machines,Prarie,Manitoba,Corporate,11,5155.35,501.51,0.0
2009-11-03,2009-11-01,Furniture,Bookcases,Prarie,Manitoba,Corporate,7,538.51,-88.75,0.0
2011-03-26,2011-03-01,Office Supplies,Storage & Organization,Prarie,Manitoba,Corporate,18,3780.43,905.57,0.05
2011-03-26,2011-03-01,Furniture,Tables,Prarie,Manitoba,Corporate,10,1961.68,-367.0,0.04
2012-02-10,2012-02-01,Technology,Computer Peripherals,Prarie,Manitoba,Corporate,20,638.72,-130.88,0.04
2009-05-06,2009-05-01,Office Supplies,Binders and Binder Accessories,Prarie,Manitoba,Small Business,37,1599.54,578.14,0.0
2009-05-06,2009-05-01,Furniture,Tables,Prarie,Manitoba,Small Business,2,942.42,-634.87,0.02
2010-11-23,2010-11-01,Technology,Telephones and Communication,Prarie,Manitoba,Small Business,43,1290.2065,-160.68,0.06
2011-02-10,2011-02-01,Furniture,Office Furnishings,Prarie,Manitoba,Corporate,43,858.53,-97.54,0.07
2010-03-29,2010-03-01,Office Supplies,Paper,Prarie,Manitoba,Corporate,34,245.4,-87.27,0.0
2010-03-29,2010-03-01,Furniture,Tables,Prarie,Manitoba,Corporate,47,4177.66,85.29,0.04
2012-09-05,2012-09-01,Office Supplies,Binders and Binder Accessories,Prarie,Manitoba,Consumer,13,63.33,-39.96,0.0
2012-09-05,2012-09-01,Furniture,Office Furnishings,Prarie,Manitoba,Consumer,36,1436.55,-4.01,0.1
2011-01-31,2011-01-01,Office Supplies,Appliances,Prarie,Manitoba,Corporate,21,848.2,163.78,0.06
2011-01-31,2011-01-01,Furniture,Office Furnishings,Prarie,Manitoba,Corporate,30,717.21,217.06,0.0
2009-08-07,2009-08-01,Office Supplies,Appliances,Prarie,Manitoba,Corporate,44,642.8,-253.11,0.08
2012-05-05,2012-05-01,Furniture,Chairs & Chairmats,Prarie,Manitoba,Corporate,32,3114.05,-1207.18,0.01
2012-05-05,2012-05-01,Furniture,Chairs & Chairmats,Prarie,Manitoba,Corporate,27,8161.93,1261.44,0.06
2012-05-05,2012-05-01,Office Supplies,Paper,Prarie,Manitoba,Corporate,36,1314.65,536.87,0.06
2012-05-05,2012-05-01,Office Supplies,Storage & Organization,Prarie,Manitoba,Corporate,28,4479.16,610.9,0.07
2009-11-10,2009-11-01,Technology,Computer Peripherals,Prarie,Manitoba,Consumer,13,1072.22,149.64,0.03
2009-11-10,2009-11-01,Technology,Office Machines,Prarie,Manitoba,Consumer,25,342.85,-32.42,0.06
2009-11-10,2009-11-01,Office Supplies,Paper,Prarie,Manitoba,Consumer,4,62.48,1.06,0.06
2010-06-14,2010-06-01,Office Supplies,Storage & Organization,Prarie,Manitoba,Corporate,14,1966.26,-34.79,0.06
2012-01-07,2012-01-01,Office Supplies,Appliances,Prarie,Manitoba,Corporate,24,114.17,-80.05,0.01
2012-01-07,2012-01-01,Office Supplies,Binders and Binder Accessories,Prarie,Manitoba,Corporate,39,197.11,-89.42,0.03
2010-12-19,2010-12-01,Technology,Telephones and Communication,Prarie,Manitoba,Corporate,15,653.871,-311.05,0.09
2012-11-29,2012-11-01,Technology,Telephones and Communication,Prarie,Manitoba,Corporate,36,2039.082,481.7,0.01
2012-11-29,2012-11-01,Technology,Office Machines,Prarie,Manitoba,Corporate,16,225.46,-33.03,0.09
2012-11-29,2012-11-01,Office Supplies,Storage & Organization,Prarie,Manitoba,Corporate,38,783.96,-1195.29,0.05
2009-04-18,2009-04-01,Technology,Telephones and Communication,Prarie,Manitoba,Corporate,36,4711.244,1380.32,0.06
2009-09-24,2009-09-01,Office Supplies,Storage & Organization,Prarie,Manitoba,Corporate,22,1132.54,-628.38,0.0
2011-03-11,2011-03-01,Furniture,Chairs & Chairmats,Prarie,Manitoba,Consumer,16,1648.33,-210.14,0.07
2010-12-13,2010-12-01,Office Supplies,Envelopes,Prarie,Manitoba,Small Business,13,50.35,-8.24,0.05
2012-01-21,2012-01-01,Technology,Telephones and Communication,Prarie,Manitoba,Corporate,48,1494.232,479.95,0.04
2012-01-06,2012-01-01,Office Supplies,Paper,Prarie,Manitoba,Home Office,46,1483.49,65.82,0.02
2012-01-06,2012-01-01,Furniture,Tables,Prarie,Manitoba,Home Office,42,14729.36,3277.57,0.07
2009-12-10,2009-12-01,Office Supplies,Paper,Prarie,Manitoba,Small Business,42,258.19,-103.27,0.1
2010-02-12,2010-02-01,Furniture,Chairs & Chairmats,Prarie,Manitoba,Corporate,17,4621.1,-635.65,0.09
2010-02-12,2010-02-01,Office Supplies,Paper,Prarie,Manitoba,Corporate,42,460.2,-214.39,0.01
2009-06-26,2009-06-01,Office Supplies,Binders and Binder Accessories,Prarie,Manitoba,Corporate,10,155.45,-19.68,0.03
2011-02-08,2011-02-01,Office Supplies,"Scissors, Rulers and Trimmers",Prarie,Manitoba,Corporate,50,343.26,-287.28,0.04
2011-02-20,2011-02-01,Office Supplies,"Scissors, Rulers and Trimmers",Prarie,Manitoba,Corporate,42,134.86,-62.84,0.04
2012-09-10,2012-09-01,Furniture,Office Furnishings,Prarie,Manitoba,Corporate,37,3512.9,2093.7,0.08
2012-09-10,2012-09-01,Technology,Telephones and Communication,Prarie,Manitoba,Corporate,4,281.5455,-434.56,0.1
2010-02-12,2010-02-01,Furniture,Chairs & Chairmats,Prarie,Manitoba,Consumer,23,5186.31,1009.38,0.03
2010-02-01,2010-02-01,Technology,Computer Peripherals,Prarie,Manitoba,Corporate,31,983.78,43.72,0.04
2011-09-26,2011-09-01,Office Supplies,Paper,Prarie,Manitoba,Home Office,48,410.15,102.58,0.01
2011-09-26,2011-09-01,Office Supplies,Paper,Prarie,Manitoba,Home Office,28,135.72,-67.79,0.09
2010-08-12,2010-08-01,Furniture,Office Furnishings,West,British Columbia,Corporate,37,589.63,70.8,0.03
2010-08-20,2010-08-01,Furniture,Bookcases,West,British Columbia,Corporate,3,336.84,-160.46,0.08
2010-08-20,2010-08-01,Furniture,Office Furnishings,West,British Columbia,Corporate,30,397.17,7.69,0.1
2012-05-17,2012-05-01,Technology,Computer Peripherals,West,British Columbia,Home Office,24,2094.12,717.12,0.0
2012-05-17,2012-05-01,Office Supplies,Paper,West,British Columbia,Home Office,46,1714.02,741.27,0.04
2010-07-09,2010-07-01,Office Supplies,Paper,West,British Columbia,Corporate,34,223.59,-66.05,0.04
2011-10-22,2011-10-01,Office Supplies,Pens & Art Supplies,West,British Columbia,Corporate,30,288.56,60.72,0.03
2011-10-22,2011-10-01,Technology,Telephones and Communication,West,British Columbia,Corporate,14,1892.848,48.99,0.01
2010-07-15,2010-07-01,Office Supplies,Storage & Organization,West,British Columbia,Home Office,35,6375.28,489.02,0.06
2011-03-04,2011-03-01,Office Supplies,Pens & Art Supplies,West,British Columbia,Consumer,29,1000.78,109.33,0.05
2011-03-04,2011-03-01,Office Supplies,Storage & Organization,West,British Columbia,Consumer,35,543.72,-211.13,0.05
2009-01-05,2009-01-01,Technology,Computer Peripherals,West,British Columbia,Consumer,6,165.75,-28.46,0.03
2009-01-05,2009-01-01,Technology,Telephones and Communication,West,British Columbia,Consumer,11,2021.147,-60.39,0.01
2009-05-12,2009-05-01,Office Supplies,Paper,West,British Columbia,Corporate,4,42.58,-7.61,0.0
2010-02-22,2010-02-01,Furniture,Chairs & Chairmats,West,British Columbia,Corporate,49,4577.18,205.83,0.0
2010-02-22,2010-02-01,Office Supplies,Storage & Organization,West,British Columbia,Corporate,39,845.9,52.53,0.04
2011-06-23,2011-06-01,Technology,Computer Peripherals,West,British Columbia,Consumer,28,1082.45,271.87,0.04
2009-03-20,2009-03-01,Office Supplies,Labels,West,British Columbia,Corporate,9,23.46,4.58,0.06
2011-01-22,2011-01-01,Office Supplies,Storage & Organization,West,British Columbia,Consumer,34,2154.34,177.66,0.1
2011-07-28,2011-07-01,Technology,Computer Peripherals,West,British Columbia,Small Business,40,1699.52,734.75,0.04
2011-07-28,2011-07-01,Office Supplies,Storage & Organization,West,British Columbia,Small Business,50,760.85,-109.1,0.03
2010-04-03,2010-04-01,Office Supplies,Appliances,West,British Columbia,Consumer,8,1042.25,195.16,0.08
2010-04-03,2010-04-01,Technology,Telephones and Communication,West,British Columbia,Consumer,29,5010.7415,1196.37,0.03
2010-11-21,2010-11-01,Technology,Copiers and Fax,West,British Columbia,Home Office,40,19109.61,-379.29,0.1
2010-09-11,2010-09-01,Furniture,Office Furnishings,West,British Columbia,Consumer,25,409.08,78.86,0.1
2011-08-31,2011-08-01,Furniture,Office Furnishings,West,British Columbia,Corporate,48,3397.72,-912.08,0.01
2011-08-31,2011-08-01,Furniture,Tables,West,British Columbia,Corporate,1,449.42,-261.61,0.07
2009-06-07,2009-06-01,Office Supplies,Paper,West,British Columbia,Corporate,13,59.58,14.49,0.07
2009-03-22,2009-03-01,Technology,Computer Peripherals,West,British Columbia,Home Office,17,642.9,88.72,0.07
2009-03-22,2009-03-01,Office Supplies,Labels,West,British Columbia,Home Office,9,47.28,17.05,0.0
2010-09-30,2010-09-01,Furniture,Bookcases,West,British Columbia,Home Office,38,6900.13,552.97,0.01
2010-09-15,2010-09-01,Furniture,Chairs & Chairmats,West,British Columbia,Consumer,10,1449.21,-270.0,0.06
2010-01-10,2010-01-01,Technology,Computer Peripherals,West,British Columbia,Small Business,32,162.25,-43.21,0.05
2010-06-26,2010-06-01,Office Supplies,Storage & Organization,West,British Columbia,Consumer,27,384.9,-108.28,0.07
2011-07-23,2011-07-01,Office Supplies,Binders and Binder Accessories,West,British Columbia,Consumer,14,84.09,-73.14,0.02
2010-10-10,2010-10-01,Technology,Computer Peripherals,West,British Columbia,Home Office,43,319.69,-73.66,0.0
2009-02-05,2009-02-01,Office Supplies,Pens & Art Supplies,West,British Columbia,Small Business,48,139.86,9.59,0.07
2009-02-05,2009-02-01,Technology,Telephones and Communication,West,British Columbia,Small Business,6,926.585,-655.42,0.1
2011-11-09,2011-11-01,Office Supplies,Paper,West,British Columbia,Home Office,4,27.34,-12.38,0.06
2011-11-09,2011-11-01,Technology,Computer Peripherals,West,British Columbia,Home Office,23,683.68,-95.54,0.0
2009-07-26,2009-07-01,Office Supplies,Pens & Art Supplies,West,British Columbia,Corporate,26,100.41,-69.91,0.04
2009-07-26,2009-07-01,Technology,Telephones and Communication,West,British Columbia,Corporate,48,8101.9875,2369.84,0.05
2009-07-26,2009-07-01,Technology,Telephones and Communication,West,British Columbia,Corporate,8,1313.811,-457.16,0.07
2009-04-18,2009-04-01,Office Supplies,Storage & Organization,West,British Columbia,Corporate,28,1350.34,-517.17,0.1
2009-04-18,2009-04-01,Furniture,Bookcases,West,British Columbia,Corporate,8,861.26,-429.86,0.07
2009-04-18,2009-04-01,Technology,Telephones and Communication,West,British Columbia,Corporate,20,1531.411,365.42,0.03
2012-02-24,2012-02-01,Office Supplies,Rubber Bands,West,British Columbia,Small Business,40,57.24,-14.1,0.04
2012-07-28,2012-07-01,Office Supplies,Paper,West,British Columbia,Corporate,46,247.21,-63.72,0.02
2012-07-28,2012-07-01,Technology,Telephones and Communication,West,British Columbia,Corporate,27,1541.781,14.35,0.07
2011-12-14,2011-12-01,Office Supplies,Binders and Binder Accessories,West,British Columbia,Corporate,2,19.0,-10.73,0.01
2011-12-14,2011-12-01,Office Supplies,Storage & Organization,West,British Columbia,Corporate,50,8289.51,3051.62,0.01
2010-06-13,2010-06-01,Office Supplies,Binders and Binder Accessories,West,British Columbia,Consumer,20,42.22,-7.73,0.04
2010-06-13,2010-06-01,Furniture,Chairs & Chairmats,West,British Columbia,Consumer,4,653.44,-187.75,0.06
2010-10-01,2010-10-01,Office Supplies,Storage & Organization,West,British Columbia,Consumer,22,245.96,-33.82,0.03
2012-04-27,2012-04-01,Technology,Computer Peripherals,West,British Columbia,Consumer,34,1014.87,319.52,0.04
2011-09-24,2011-09-01,Office Supplies,Pens & Art Supplies,West,British Columbia,Consumer,18,35.51,-13.95,0.02
2011-09-24,2011-09-01,Office Supplies,Storage & Organization,West,British Columbia,Consumer,39,1105.66,-136.2,0.02
2012-06-30,2012-06-01,Office Supplies,Binders and Binder Accessories,West,British Columbia,Home Office,18,78.93,-88.61,0.04
2011-11-10,2011-11-01,Office Supplies,Storage & Organization,West,British Columbia,Consumer,37,608.33,-70.04,0.02
2009-11-05,2009-11-01,Furniture,Office Furnishings,West,British Columbia,Corporate,20,155.8,27.22,0.0
2009-02-19,2009-02-01,Office Supplies,Pens & Art Supplies,West,British Columbia,Corporate,37,226.65,46.41,0.0
2009-02-19,2009-02-01,Office Supplies,"Scissors, Rulers and Trimmers",West,British Columbia,Corporate,4,10.96,-8.02,0.02
2009-02-19,2009-02-01,Office Supplies,Paper,West,British Columbia,Corporate,29,185.61,-47.12,0.02
2010-03-02,2010-03-01,Technology,Telephones and Communication,West,British Columbia,Home Office,29,1098.506,218.73,0.05
2009-06-28,2009-06-01,Office Supplies,Binders and Binder Accessories,West,British Columbia,Home Office,46,160.27,-183.36,0.06
2009-06-28,2009-06-01,Furniture,Bookcases,West,British Columbia,Home Office,46,4601.02,-129.53,0.09
2009-06-28,2009-06-01,Office Supplies,Paper,West,British Columbia,Home Office,15,89.89,-72.28,0.1
2009-01-26,2009-01-01,Furniture,Office Furnishings,West,British Columbia,Consumer,30,447.33,115.21,0.03
2011-08-02,2011-08-01,Office Supplies,Envelopes,West,British Columbia,Corporate,23,104.82,6.84,0.02
2010-07-04,2010-07-01,Office Supplies,Binders and Binder Accessories,West,British Columbia,Corporate,6,34.88,-18.34,0.06
2012-10-01,2012-10-01,Office Supplies,Storage & Organization,West,British Columbia,Consumer,17,224.09,-27.92,0.0
2011-07-14,2011-07-01,Technology,Telephones and Communication,West,British Columbia,Corporate,7,384.2,-164.46,0.05
2010-07-25,2010-07-01,Technology,Office Machines,West,British Columbia,Home Office,23,6366.52,935.8,0.07
2009-07-06,2009-07-01,Office Supplies,Binders and Binder Accessories,West,British Columbia,Corporate,4,31.01,-4.49,0.03
2009-07-06,2009-07-01,Office Supplies,Binders and Binder Accessories,West,British Columbia,Corporate,46,331.83,-101.25,0.05
2009-07-06,2009-07-01,Technology,Computer Peripherals,West,British Columbia,Corporate,22,446.46,-1.88,0.04
2009-07-06,2009-07-01,Office Supplies,Binders and Binder Accessories,West,British Columbia,Corporate,31,1252.89,339.75,0.05
2009-07-06,2009-07-01,Office Supplies,Binders and Binder Accessories,West,British Columbia,Corporate,12,47.79,-57.75,0.04
2009-07-06,2009-07-01,Office Supplies,Storage & Organization,West,British Columbia,Corporate,3,63.84,-47.97,0.02
2012-12-11,2012-12-01,Technology,Telephones and Communication,West,British Columbia,Corporate,29,531.063,24.56,0.03
2012-12-11,2012-12-01,Furniture,Office Furnishings,West,British Columbia,Corporate,10,152.84,38.02,0.05
2011-12-01,2011-12-01,Technology,Computer Peripherals,West,British Columbia,Small Business,33,271.14,29.21,0.05
2011-12-01,2011-12-01,Office Supplies,Paper,West,British Columbia,Small Business,26,1150.3,418.19,0.1
2009-04-04,2009-04-01,Office Supplies,Paper,West,British Columbia,Home Office,49,305.96,-191.49,0.06
2010-06-25,2010-06-01,Office Supplies,Paper,West,British Columbia,Home Office,2,48.84,-21.2,0.01
2011-02-16,2011-02-01,Office Supplies,Envelopes,West,British Columbia,Home Office,37,223.74,39.63,0.01
